quantity,z,n_sims,in_flat_window,Ap_ref,flat_mean,lin_intercept,lin_slope,flat_rms,lin_resid_rms,flat_frac_spread,lin_frac_spread,loo_slope_min,loo_slope_max
omega_subDLA,4.6,3,1,1.8633333333333333e-09,1.247124555469686,1.2471245554696861,9969287.633744502,0.005280911000676361,0.003104579686868231,0.004234469586470046,0.00248939023231645,1664069.545471041,31129942.05015328
omega_subDLA,4.8,3,0,1.8633333333333333e-09,1.2432607713745323,1.2432607713745323,-9425390.393973874,0.0058329862827650675,0.0042084558831749505,0.004691683689429207,0.003385014616460663,-20683643.507105432,19259227.026945084
omega_subDLA,5.0,3,0,1.8633333333333333e-09,1.243806298843875,1.2438062988438752,-4710971.178018,0.008399888786270175,0.008153708226394983,0.006753373731969294,0.0065554485726386025,-26523368.30694323,50864281.96197372
omega_subDLA,5.2,3,0,1.8633333333333333e-09,1.2235151707086735,1.2235151707086735,-80316592.6329049,0.03448605327727382,0.002187668383034053,0.028186044687373277,0.001788019009005774,-95227627.07241248,-74464250.33266643
omega_subDLA,5.4,3,0,1.8633333333333333e-09,1.1969180236368542,1.1969180236368542,-134441126.89550522,0.06700782169606133,0.03422256020255567,0.055983634946407616,0.028592233993243652,-367700325.47693074,-42890625.800773606
omega_DLA,2.2,3,0,1.8633333333333333e-09,1.05353618070399,1.0535361807039902,-30384422.85403274,0.07756673257731733,0.07646617260027026,0.07362512460225712,0.07258049035314033,-551573896.5157967,174174101.60809156
omega_DLA,2.4,3,0,1.8633333333333333e-09,1.1213426484416102,1.1213426484416102,28535997.81551706,0.01895322548560035,0.014481042725795337,0.016902260439251693,0.012914021192291594,-10202971.743568769,127238035.32673006
omega_DLA,2.6,3,1,1.8633333333333333e-09,1.102748900214398,1.1027489002143982,25064346.370165564,0.02402041222162901,0.021485455148876783,0.02178230440035708,0.019483542576827374,-121379403.58662148,82541173.74619447
omega_DLA,2.8,3,1,1.8633333333333333e-09,1.0776821918468011,1.0776821918468014,-28080325.404615223,0.015046363199205872,0.009033607524001383,0.013961781416672793,0.008382441124428977,-89652926.60323323,-3914065.176845769
omega_DLA,3.0,3,1,1.8633333333333333e-09,1.0588986642750962,1.0588986642750964,-13460401.637151139,0.013055668324254465,0.011712444588174558,0.012329478508873322,0.011060968328062531,-44792954.33762324,66371014.30299543
omega_DLA,3.2,3,1,1.8633333333333333e-09,1.046383818639151,1.046383818639151,24785773.91811215,0.011881785578053252,0.005326475960157714,0.011355093003546078,0.005090365375761385,10536648.769811122,61090758.30197495
