quantity,z,n_sims,in_flat_window,R_mean,R_std_across_sims,frac_spread,lin_intercept,lin_slope_Ap,lin_resid_rms,lin_frac_spread,fractional_improvement
omega_subDLA,2.2,3,0,1.2687368116748285,0.031050204308906582,0.024473321829385532,1.268736811674829,-54211810.382619105,0.0101534411110633,0.008002795392733967,0.6729992173304045
omega_subDLA,2.4,3,0,1.2716382471057075,0.026966904891184203,0.02120642797003142,1.2716382471057075,51349835.88364038,0.0007957349556386231,0.0006257557583296534,0.9704921659030007
omega_subDLA,2.6,3,1,1.2652974866258926,0.010985794589916808,0.008682380788736168,1.2652974866258926,19751792.960641045,0.002970068526549724,0.0023473282433128526,0.7296446331450828
omega_subDLA,2.8,3,1,1.2706000032305296,0.018375524570559246,0.01446208446705419,1.2706000032305294,35012237.46297321,0.00010980679082447329,8.642121088091217e-05,0.9940242908221296
omega_subDLA,3.0,3,1,1.274356679637538,0.014016802064108996,0.010999120017243335,1.2743566796375378,21833870.202846773,0.006591243845353893,0.0051722127334308185,0.5297612240504391
omega_subDLA,3.2,3,1,1.2713305011031215,0.009910492178967108,0.007795370417344559,1.2713305011031217,16993154.945663214,0.0035290896936922543,0.0027759026395025497,0.6439036901535538
omega_subDLA,3.4,3,1,1.2579348994009543,0.005117043716914029,0.00406781282509201,1.2579348994009545,-9031115.060659027,0.0015746973239576308,0.0012518114607580433,0.6922642425835489
omega_subDLA,3.6,3,1,1.2698645395992514,0.017125020761975415,0.013485706725364418,1.2698645395992518,28461444.997916393,0.006838640392938887,0.005385330623608917,0.6006638188653481
omega_subDLA,3.8,3,1,1.2702912928311223,0.01987297809443032,0.015644425972675163,1.2702912928311225,11126495.855218576,0.015509930408030283,0.012209743147544534,0.21954674662590412
omega_subDLA,4.0,3,1,1.2677524300474836,0.006840035174744246,0.005395402929330653,1.2677524300474838,4721177.011984777,0.005205561545049995,0.004106134148648424,0.2389569041588102
omega_subDLA,4.2,3,1,1.2552911482308977,0.007703786320643323,0.006137051417514092,1.255291148230898,11213669.342946371,0.004059029361765869,0.0032335361939629104,0.47311241604804666
omega_subDLA,4.4,3,1,1.251996187565865,0.007423942835524703,0.0059296848578735345,1.251996187565865,7516121.748420697,0.005135180855851122,0.004101594642899798,0.30829466637613434
omega_subDLA,4.6,3,1,1.247124555469686,0.006467768664353798,0.005186144909092852,1.2471245554696861,9969287.633744502,0.003104579686868231,0.00248939023231645,0.5199921568038314
omega_subDLA,4.8,3,0,1.2432607713745323,0.007143920034714006,0.00574611553681999,1.2432607713745323,-9425390.393973874,0.0042084558831749505,0.003385014616460663,0.4109038367275861
omega_subDLA,5.0,3,0,1.243806298843875,0.010287720711244116,0.008271159842820069,1.2438062988438752,-4710971.178018,0.008153708226394983,0.0065554485726386025,0.2074329722536823
omega_subDLA,5.2,3,0,1.2235151707086735,0.04223661688587821,0.034520713675674566,1.2235151707086735,-80316592.6329049,0.002187668383034053,0.001788019009005774,0.9482044599134194
omega_subDLA,5.4,3,0,1.1969180236368542,0.08206748596537317,0.06856566978247167,1.1969180236368542,-134441126.89550522,0.03422256020255567,0.028592233993243652,0.5829948998681982
omega_DLA,2.2,3,0,1.05353618070399,0.09499945791467229,0.0901719937621811,1.0535361807039902,-30384422.85403274,0.07646617260027026,0.07258049035314033,0.19508832704128132
omega_DLA,2.4,3,0,1.1213426484416102,0.023212865709817385,0.020700956787898458,1.1213426484416102,28535997.81551706,0.014481042725795337,0.012914021192291594,0.3761630766824757
