sim,z,Ap,ns,dndx_LLS_LF,dndx_LLS_HR,R_dndx_LLS,dndx_subDLA_LF,dndx_subDLA_HR,R_dndx_subDLA,dndx_DLA_LF,dndx_DLA_HR,R_dndx_DLA,omega_LLS_LF,omega_LLS_HR,R_omega_LLS,omega_subDLA_LF,omega_subDLA_HR,R_omega_subDLA,omega_DLA_LF,omega_DLA_HR,R_omega_DLA
ns0.885Ap2.32e-09herei4.06heref2.94alphaq1.99hub0.67omegamh20.146hireionz6.6bhfeedback0.0379,2.6,2.32e-09,0.885,0.3405095752248318,0.4197670519299752,1.2327613743396535,0.10401166802907653,0.13436037352558844,1.291781740179649,0.054059851805218384,0.06429507962843091,1.189331407346265,7.7853910224043e-06,9.931575770614532e-06,1.2756682024106534,8.707585902007864e-05,0.00011072185775678017,1.2715563073715879,0.0009006538322861767,0.0009855140716521192,1.0942207053630553
ns0.885Ap2.32e-09herei4.06heref2.94alphaq1.99hub0.67omegamh20.146hireionz6.6bhfeedback0.0379,2.8,2.32e-09,0.885,0.3784631979840928,0.4550314033949922,1.20231347676272,0.11083491780302795,0.14426811556940203,1.3016485998193315,0.05589554086403381,0.06628819169326082,1.1859298732703416,8.556648303898425e-06,1.067564650610449e-05,1.247643484568677,9.281005786371221e-05,0.00011941786694099791,1.286691008385731,0.0009470935958538123,0.001000567093938666,1.0564606268260603
ns0.885Ap2.32e-09herei4.06heref2.94alphaq1.99hub0.67omegamh20.146hireionz6.6bhfeedback0.0379,3.0,2.32e-09,0.885,0.41915923977591807,0.5013167188054591,1.196005410911286,0.11787674704392422,0.15160132029125073,1.2861003047086104,0.05979340406480577,0.06937155334263177,1.160187389021119,9.221635145472729e-06,1.1564790773779328e-05,1.2540932916281067,9.816412468674539e-05,0.0001254733685314343,1.278199840642763,0.001001086975113354,0.0010647965319768775,1.0636403813527886
ns0.885Ap2.32e-09herei4.06heref2.94alphaq1.99hub0.67omegamh20.146hireionz6.6bhfeedback0.0379,3.2,2.32e-09,0.885,0.45026190362135043,0.5251928606881663,1.1664163822525597,0.12693595081340742,0.16204101199540785,1.2765572791399655,0.06224576277639593,0.0728758367513109,1.1707758649066788,9.925323752542464e-06,1.2119877763319759e-05,1.2211065417604277,0.00010491910414991562,0.00013454527682431672,1.28237157488563,0.0010294899676358516,0.001093992132816821,1.0626544864046552
ns0.885Ap2.32e-09herei4.06heref2.94alphaq1.99hub0.67omegamh20.146hireionz6.6bhfeedback0.0379,3.4,2.32e-09,0.885,0.47807216127196567,0.5509501990402982,1.152441500827892,0.13443492529004228,0.17034559893677545,1.2671230974336183,0.06580231886419328,0.07585394698553519,1.1527549225444023,1.0445290628094635e-05,1.271096796260431e-05,1.2169089798627237,0.00011213323770656014,0.0001407580083640483,1.2552746290301178,0.0010765672366289587,0.0011084057281976999,1.029574085561471
ns0.885Ap2.32e-09herei4.06heref2.94alphaq1.99hub0.67omegamh20.146hireionz6.6bhfeedback0.0379,3.6,2.32e-09,0.885,0.5121240665324797,0.574204058908017,1.1212206112395229,0.14072535361685587,0.1802649657539056,1.280970067729954,0.06717702894962381,0.07878542725977544,1.1728030919446704,1.1146295201917423e-05,1.33025499081347e-05,1.1934503498387832,0.00011674868441877318,0.00015051468850375038,1.289219568109734,0.0011047113918156493,0.001134064953517296,1.0265712492141523
ns0.885Ap2.32e-09herei4.06heref2.94alphaq1.99hub0.67omegamh20.146hireionz6.6bhfeedback0.0379,3.8,2.32e-09,0.885,0.549328310211367,0.597556176713242,1.0877942490954422,0.14811130299281208,0.1890429457331732,1.2763573198889997,0.06904665505036998,0.08090948972776577,1.1718089698732221,1.1882993478908012e-05,1.3862281512587445e-05,1.166564766461634,0.00012233188845387668,0.00015778261900775274,1.2897914109062594,0.0010952420731818553,0.0011324232392741947,1.0339478979147707
ns0.885Ap2.32e-09herei4.06heref2.94alphaq1.99hub0.67omegamh20.146hireionz6.6bhfeedback0.0379,3.994,2.32e-09,0.885,0.5846762555693671,0.6193358649127729,1.0592800015619819,0.15501132215395444,0.19457383026062014,1.2552233447010595,0.07091878589059604,0.08279388973716391,1.1674465192464967,1.247509038557757e-05,1.4370038571500077e-05,1.1518985536259725,0.0001283922604456528,0.0001620423696465838,1.2620882994358897,0.0010899162834789385,0.001139250018380023,1.0452637836950327
ns0.885Ap2.32e-09herei4.06heref2.94alphaq1.99hub0.67omegamh20.146hireionz6.6bhfeedback0.0379,4.0,2.32e-09,0.885,0.5846762555693671,0.619916616119859,1.060273288362248,0.15501132215395444,0.195507014421412,1.2612434479285195,0.07091878589059604,0.08262653726445793,1.1650867429107294,1.247509038557757e-05,1.4312048393173557e-05,1.1472500760170596,0.0001283922604456528,0.00016366775866474189,1.2747478554910314,0.0010899162834789385,0.0011420127227283982,1.0477985695223961
ns0.885Ap2.32e-09herei4.06heref2.94alphaq1.99hub0.67omegamh20.146hireionz6.6bhfeedback0.0379,4.2,2.32e-09,0.885,0.6274471666787326,0.647704688581009,1.032285621767177,0.16261757453416367,0.20331975479970765,1.2502938589641368,0.0721985833393375,0.08491183248566225,1.1760872382574565,1.3254592259423986e-05,1.4756122267528297e-05,1.11328375695878,0.00013424164450699064,0.00016970635245986936,1.2641855892269847,0.0010844113912176385,0.0011504554542100642,1.060903143887365
